Country Name,Country Code,Series Name,Series Code,2019 [YR2019]
Small states,SST,GNI (current US$),NY.GNP.MKTP.CD,240121936445.459
Small states,SST,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.87727522850036
Small states,SST,Gini index,SI.POV.GINI,..
Small states,SST,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Small states,SST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.5887308291705
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,3658209765835.5
South Asia,SAS,GNI (current US$),NY.GNP.MKTP.CD,3637124165947.31
South Asia,SAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.85029923915863
South Asia,SAS,Gini index,SI.POV.GINI,..
South Asia,SAS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.27922250640628
South Asia,SAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.3091258029728
South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,3658209765835.5
South Asia (IDA & IBRD),TSA,GNI (current US$),NY.GNP.MKTP.CD,3637124165947.3
South Asia (IDA & IBRD),TSA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.85029923915863
South Asia (IDA & IBRD),TSA,Gini index,SI.POV.GINI,..
South Asia (IDA & IBRD),TSA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.27922250640628
South Asia (IDA & IBRD),TSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.3091258029728
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,1836204944040.04
Sub-Saharan Africa,SSF,GNI (current US$),NY.GNP.MKTP.CD,1786407290987.59
Sub-Saharan Africa,SSF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.55504989624023
Sub-Saharan Africa,SSF,Gini index,SI.POV.GINI,..
Sub-Saharan Africa,SSF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Sub-Saharan Africa,SSF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.1293218424873
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,1834336253943.3
Sub-Saharan Africa (excluding high income),SSA,GNI (current US$),NY.GNP.MKTP.CD,1784613266082.46
Sub-Saharan Africa (excluding high income),SSA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.55504989624023
Sub-Saharan Africa (excluding high income),SSA,Gini index,SI.POV.GINI,..
Sub-Saharan Africa (excluding high income),SSA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Sub-Saharan Africa (excluding high income),SSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.1282149217326
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,1836204944040.04
Sub-Saharan Africa (IDA & IBRD countries),TSS,GNI (current US$),NY.GNP.MKTP.CD,1786407290987.59
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.55504989624023
Sub-Saharan Africa (IDA & IBRD countries),TSS,Gini index,SI.POV.GINI,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.1293218424873
Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,23748825752032.3
Upper middle income,UMC,GNI (current US$),NY.GNP.MKTP.CD,23447985005288.1
Upper middle income,UMC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.04276895523071
Upper middle income,UMC,Gini index,SI.POV.GINI,..
Upper middle income,UMC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.29616793613572
Upper middle income,UMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.0257889122112
World,WLD,GDP (current US$),NY.GDP.MKTP.CD,88149850742946
World,WLD,GNI (current US$),NY.GNP.MKTP.CD,87982908982006.9
World,WLD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.13747954368591
World,WLD,Gini index,SI.POV.GINI,..
World,WLD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.90642785648767
World,WLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.8676690365367
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 06/05/2025,,,,
